,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
12,"Image Not Available for Le Grand et le petit trottoir, frontispiece from the series Le Grand et le petit trottoir",Félicien Rops,"Le Grand et le petit trottoir, frontispiece from the series Le Grand et le petit trottoir",1866,Print,1985.2.213
13,,François Thevenot,Seated Woman,Date unknown,Drawing,1985.2.214
14,Image Not Available for Sleeping Lion,Unidentified artist,Sleeping Lion,19th century,Print,1985.2.215
15,,Unidentified artist,Couple Seated at a Table,Date unknown,Print,1985.2.217
16,,"Unidentified artist, Slovakian",Michalok Hospital in Slovakia,ca. 1915,Print,1985.2.218
17,,Honoré Daumier,"Dis donc amour ! crois tu que ce sera un garçon (Listen my love! Do you think it will be a boy?), plate 5 from the series Moeurs Conjugales",1839,Print,1985.2.219
18,,Frédéric Bouchot,"Ou l'on reconnait l'agrement de porter-perruque, plate 10 of the series Croquis du Jour, from Le Charivari",ca. 1849,Print,1985.2.220
19,,Honoré Daumier,"Carotte du voltigeur (Trick of a Light Infantryman), plate 4 from the series Les Carottes",1844,Print,1985.2.221
20,,Honoré Daumier,"Qu'il est gentil comme ça, Dodore... (Isn't he cute like that, Dodore... ), plate 37 from the series Les Bons Bourgeois",1847,Print,1985.2.222
21,,Honoré Daumier,"Allons messieurs… (Come on, Gentlemen….), plate 23 from the series Les Philantropes du Jour",1844,Print,1985.2.223
22,,Honoré Daumier,"Depuis que Zémire sait qu'elle va me coûter quinze francs par an, elle en est toute malade... (Since Zémire discovered that she costs me 15 francs a year, she is very ill...), plate 41 from the series Tout ce qu'on voudra",1848,Print,1985.2.224
23,,Honoré Daumier,"Vois-tu c'est l'éclipse qui commence... (You see, the eclipse is starting…), plate 26 from the series Tout ce qu'on voudra",1847,Print,1985.2.225
24,,"Cham (Amédée Charles Henri, Comte de Noé)",Paris in 1853,Date unknown,Print,1985.2.226
25,,Honoré Daumier,"Qué qu'vous êtes donc devenu, m'sieu Lebrun ?... (Whatever became of you, Mr. Lebrun?...), plate 29 from the series Tout ce qu'on voudra",1848,Print,1985.2.227
26,,"Cham (Amédée Charles Henri, Comte de Noé)","Le Beau sexe voyant, grace aux sergens...",Date unknown,Print,1985.2.228
27,,,Un crime impardonnable,1845,Print,1985.2.229
28,"Image Not Available for Un matamore portant une terrible botte à la Constitution (A braggart delivering a terrible blow to the Constitution), plate 182 from the series Actualitiés",Honoré Daumier,"Un matamore portant une terrible botte à la Constitution (A braggart delivering a terrible blow to the Constitution), plate 182 from the series Actualitiés",1851,Print,1985.2.230
29,,Hanns Lautensack,Portrait of Hieronymus Schurstab,1553,Print,1985.2.231
30,,Gustave Doré,Lionnes et leurs Petits,Date unknown,Print,1985.2.232
31,,Honoré Daumier,"Oh! quant à la vue, vous ne trouverez pas mieux qu'ici!... (Oh! And as for the view, you won't find better than here!...), plate 8 from the series Locataires et Propriétaires",1847,Print,1985.2.233
32,,Honoré Daumier,"Mais quand je vous dis que je ne peux pas remuer les pieds avec ces bottes là! ..... (But I keep telling you that I cannot move my feet in these boots!.....), plate 8 from the series Tout ce qu'on voudra",1847,Print,1985.2.234
33,,Jean Louis Forain,Untitled,Date unknown,Print,1985.2.235
34,,Albrecht Altdorfer,St. Jerome in the Grotto,1520,Print,1985.2.236
35,,Honoré Daumier,"Ah! ça mais..... arriverons nous bientôt?..... (Ah! That but… will we arrive soon?), plate 17 from the series Locataires et Propriétaires",1847,Print,1985.2.237
36,,Honoré Daumier,"La reconduite du propriétaire. (Showing the landlord to the door.), plate 27 from the series Locataires et Propriétaires",1847,Print,1985.2.238
37,,Henri de Toulouse-Lautrec,Le Baron Moise (La Loge),Date unknown,Print,1985.2.239
38,,Félicien Rops,Les Champs,1875,Print,1985.2.240
39,"Image Not Available for Mr. Thiers au Lutrin de Notre Dame de Lorette. (Mr. Thiers at the lectern of Our Lady of Lorette.), plate 93 from the series Actualitiés",Honoré Daumier,"Mr. Thiers au Lutrin de Notre Dame de Lorette. (Mr. Thiers at the lectern of Our Lady of Lorette.), plate 93 from the series Actualitiés",1850,Print,1985.2.241
40,,Francesco Vanni,Study for the Fall of Simon Magnus,ca. 1603,Drawing,1985.2.242
41,,Luca Giordano,"Venus, Hercules and Mercury (Allegory of Divine Wisdom)",ca. 1685,Drawing,1985.2.243
42,,North Italian School,Infant Bacchanale,ca. 1600/50,Drawing,1985.2.244
43,,Parmigianino,Christ Carrying the Cross,ca. 1535,Drawing,1985.2.245
44,,Roman or Florentine School,Four Angels in the Clouds Playing Horns,ca. 1600,Drawing,1985.2.246
45,,Unidentified artist,Horse Pulling a Load,1879,Drawing,1985.2.247
46,,Lambert Rycx,Marriage at Cana,1544,Drawing,1985.2.248
47,,Antonio Domenico Gabbiani,Roman Camp Scene,ca. 1695,Drawing,1985.2.249
48,,Luca Penni,Battle Before Troy,ca. 1544,Drawing,1985.2.250
49,,Niccolò Martinelli,Burial of a Saint,ca. 1600,Drawing,1985.2.251
0,,,Virgin and Child in Glory with Saints,ca. 1515,Drawing,1985.2.252
1,,,Resurrection of Christ with the Three Marys at the Tomb,ca. 1580/1600,Drawing,1985.2.253
2,,Jean Jacques de Boisseau,Study of Eight Heads,Date unknown,Print,1985.2.255
3,,William Strang,Bacchanale,Date unknown,Print,1985.2.263
4,,Albert Baertsoen,Old House on the Water,Date unknown,Print,1985.2.265
5,,Hanns Lautensack,Portrait of Georg Roggenbach,1554,Print,1985.2.266
6,,Donato Creti,Man Playing a Lute (recto) and Ancient Ruin with Soldiers (verso),ca. 1700–30,Drawing,1985.2.267
7,,Unidentified artist,Title unknown,Date unknown,Drawing,1985.4
8,,Bolognese School,Study of a Nude,ca. 1575,Drawing,1985.5
9,,Bartholomaeus Spranger,Jupiter and Juno,ca. 1586,Drawing,1985.6
10,,,Head of a Man,ca. 1525,Drawing,1985.7
11,,Domenico Maria Canuti,Four Head Studies,ca. 1660/84,Drawing,1985.8
12,,Polidoro da Caravaggio,The Arrest of Caius Marius,ca. 1555,Drawing,1985.9
13,,Paul Gavarni,Les Parens terribles,"January 29, 1853",Print,1985.10.1
14,,Charles Emile Jacque,Summer,1864,Print,1985.10.2
15,,"Millet, Jean François",Man Leaning on a Spade,ca. 1855,Print,1985.10.3
16,,Nicolas de Plattemontagne,Portrait of Pierre Mounerot,1656,Print,1985.10.4
17,,Steven Parish,Mill at Inspeck,Date unknown,Print,1985.10.5
18,,James D. Smillie,Hollyhocks,Date unknown,Print,1985.10.6
19,,James A. McNeill Whistler,The Smith's Yard,Date unknown,Print,1985.10.7
20,,James A. McNeill Whistler,Putney Bridge,Date unknown,Print,1985.10.8
21,,Giovanni Battista Piranesi,"Porticos surrounding a forum with a royal palace, from the series Opere Varie di Architettura (Various Works of Architecture)","1761, or after",Print,1985.10.9
22,,Unidentified artist,St. Jerome in His Cell,1520,Print,1985.10.10
23,,Johann Bämler,"Alexander Meeting a Strange Bishop in India, from the book Alexander",1473,Print,1985.10.11
24,,Otto H. Bacher,Worth,1879,Print,1985.10.12
25,,Etienne Delaune,Isaac Reproved by Abimlech,Date unknown,Print,1985.10.13
26,,Hendrick Goltzius,"Christ Before Caiaphas, from the series The Passion",1597,Print,1985.10.14
27,,Maxime Lalanne,Port de Trouville,Date unknown,Print,1985.10.15
28,,Gustave Le Heutre,Les Coteaux de Kermodez,Date unknown,Print,1985.10.16
29,,Auguste Raffet,Vue di Tchioufout Galeh,1837,Print,1985.10.17
30,,Jacob van Ruisdael,The Small Wooden Bridge,1650–55,Print,1985.10.18
31,,Unidentified artist,"SS Fautus and Simplicimus, from Jacopo da Voragine's The Golden Legend",Late 15th century,Print,1985.10.19
32,,Max Beckmann,Holzbrücke (Wooden Bridge),1922,Print,1985.10.20
33,,W. Greatbach,The Winder,ca. 1846,Print,1985.10.21
34,,Richard Earlom,The Embarkation of St. Ursula,1777,Print,1985.11
35,,Lyonel Feininger,Marine,Date unknown,Print,1985.12
36,,"Unidentified artist, German",Pieta,ca. 1950s,Print,1985.13
37,,Unidentified artist,Title unknown,after1910,Drawing,1985.14
38,,Theodor de Bry,"Design for Escutcheon (also called Heraldic Shield), illustration from the book Emblemata Nobilitati (Frankfurt)",1592,Print,1985.15.1
39,,Theodor de Bry,Lady and Mounted Cavalier,Date unknown,Print,1985.15.2
40,,Otto Dix,"Massacre of the Innocents in Bethlehem, from the publication Matthäus Evangelium (Gospel of Matthew)",1960,Print,1985.15.3
41,,"Johannes Schoensperger, the Elder",Tewrdannckhs,1517,Print,1985.15.4
42,,Thomas and John Bewick,Landscape with Suspension Bridge,1800,Print,1985.15.5
43,,Jacques Callot,"Pillage and Burning of a Village, plate 7 from the series The Miseries and Misfortunes of the War",1633,Print,1985.15.6
44,,Giovanni Benedetto Castiglione,Head of a Young Man in a Feathered Hat (so-called Self Portrait of Castiglione),ca. 1645,Print,1985.15.7
45,,Eduoard Vuillard,The Square,Date unknown,Print,1985.15.8
46,,Pablo Picasso,"Illustration from ""Sable Mouvant""",1966,Print,1985.15.9
47,,James Ensor,Le Diable au Moulin,Date unknown,Print,1985.15.10
48,,Charles Emile Jacque,Un Paysage de la Brie,Date unknown,Print,1985.16.1
49,,François Cars,"Doctrine of the Immaculate Conception, title page from Decisiones Sacrae Rotae Romanae by Pedro Carillo Acuña",1665,Print,1985.16.2
0,,Naigeon,"Henri II, roi de France",Date unknown,Print,1985.16.3
1,,Jean Clouet,"Francois Ist, roi de France",Date unknown,Print,1985.16.4
2,,"Unidentified artist, French",The Small Wooden Bridge,17th century,Print,1985.17
3,,Henri de Toulouse-Lautrec,Title unknown (two male figures),Date unknown,Print,1985.18
4,,Félix Vallotton,"""Tu y reviendras cochon , pisser sur mon mur ! ...,"" from the series Crimes et Châtiments, in L'Assiette au Beurre","March 1, 1902",Print,1985.19
5,,James A. McNeill Whistler,The Long Museum of Art of the Louvre,1894,Print,1985.20
6,,Chauncey Foster Ryder,Farmyard in Winter,Date unknown,Print,1985.21
7,,Francis Seymour Haden,Hands Etching,1865,Print,1985.22
8,,Albrecht Altdorfer,Venus Crouching,ca. 1520–26,Print,1985.23.1
9,,Jan van de Velde II,"Interior of St. Bavo's, Haarlem",1628,Print,1985.23.2
10,"Image Not Available for The Dog, the Cock and the Fox",Thomas and John Bewick,"The Dog, the Cock and the Fox",Date unknown,Print,1985.24
11,,"Schmidt, Georg Friedrich, Rudolph Huber",Portrait of Johannes Bernoulli Matheseos,1743,Print,1985.25
12,,"Unidentified artist, French",Title unknown,Date unknown,Print,1985.26
13,,Perry Lancaster,Three Print Conoisseurs,Date unknown,Print,1985.27
14,,Jonathan Richardson,Head of a Satyr,1736,Drawing,1985.28
15,,Adolphe Willette,Nouveau Sport pour Dames mis a la mode par Fanconneau (New Sport for Ladies made fashionable by Fanconneau),Date unknown,Drawing,1985.29
16,,Peter Flötner,Vitruvius Teutsch,"1546, printed 1548",Print,1985.30
17,,Charles Daubigny,Le Marais (aux Cignones),1851,Print,1985.31
18,,Louis Cheron,Title unknown,Date unknown,Print,1985.32
19,,Barbara Ellison Fumagalli,Two Anthropods,Date unknown,Print,1985.33
20,,Holbein,"John Colet, Dean of St. Paul's",Date unknown,Print,1985.34
21,,Antonio Frasconi,Woman Picking Grapes,1951,Print,1985.36
22,,Max Pechstein,Bathers with a Child,1923,Print,1985.37
23,,Boris Margo,From Meteorites,Date unknown,Print,1985.38
24,,John F. Stenvall,Cityscape,Date unknown,Drawing,1985.39
25,,G. or F. Reuter,Dark House and Lamp Post,1950,Print,1985.40
26,,Herbert Bayer,Title unknown,1948,Print,1985.41
27,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.1
28,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.2
29,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.3
30,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.4
31,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.5
32,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.6
33,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.7
34,,Corita Kent,A Man's Reach Should Exceed His Grasp,Date unknown,Print,1985.43
35,,Max Beckmann,Self-portrait,1922,Print,1985.44
36,,Stella Skinner,"Town Hill, Ipswich",1900,Drawing,1985.45
37,,Maurice de Vlaminck,Title unknown (cityscape with bridge),Date unknown,Print,1985.46
38,,Johnny Friedlaender,Untitled,ca. 1960–80,Print,1985.47
39,,Moses Soyer,Reclining Female Nude,Date unknown,Drawing,1985.48.1
40,,Ben Shahn,Four Tunisian Soldiers,1938,Drawing,1985.48.2
41,,Pavel Tchelitchew,Boxers (recto) ; Study of Artist (verso),1925,Drawing,1985.48.3
42,,Amedeo Modigliani,Portrait of Gabrielle Souenne,Date unknown,Drawing,1985.49
43,,"Anonymous, German School","Annunciation of the Angel to Zechariah (recto) and Moses and the Burning Bush (verso), from an unidentified Book of Hours",ca. 1475–90,Print,1985.50
44,,Mildred Rackley,Title unknown (three horses in a yard),Date unknown,Print,1985.51
45,,Henri Meunier,L'Heure du Silence,Date unknown,Print,1985.52
46,,Johnny Friedlaender,Untitled,ca. 1960–80,Print,1985.53
47,,"Unidentified artist, French",Leaf from Book of Hours,16th century,Drawing,1985.54
48,,Charles Lebrun,Title unknown (standing female),Date unknown,Drawing,1985.55
49,,Claude Weisbuch,"Untitled, from the portfolio Chevaux de Cirque",1960/83,Print,1985.56
0,,Claude Weisbuch,"Untitled, from the portfolio Chevaux de Cirque",ca. 1960–83,Print,1985.57
1,,Claude Weisbuch,"Untitled, from the portfolio Chevaux de Cirque",1960/83,Print,1985.58
2,,Gunther Zainer,"Page from Jacobus de Voragine, ""Leben der Heilegen""",ca. 1470/80,Print,1985.59
3,,Alfonse Mucha,"L'Estampe Moderne, Janvier 1898",1898,Print,1985.60
4,,Lyonel Feininger,Church,Date unknown,Print,1985.61
5,,László Moholy-Nagy,Abstraction,1922,Print,1985.62
6,,Franz Marc,Aus Der Tierlegende,Date unknown,Print,1985.63
7,,Leonard Baskin,Mask,1954,Drawing,1985.64
8,,Robert Morris,"Mounds and Trenches, Plan View",1968,Drawing,1985.65.2
9,"Image Not Available for Mounds and Trenches, Plan View",Robert Morris,"Mounds and Trenches, Plan View",1968,Drawing,1985.65.3
10,,Robert Morris,"Mounds and Trenches, Elevation",1968,Drawing,1985.65.4
11,,Mel Ramos,You Get More Salami with Modigliani,1974,Print,1985.66.1
12,,Mel Ramos,Navajo Nudo,1974,Print,1985.66.2
13,,Mel Ramos,Manet's Olympia,1974,Print,1985.66.3
14,,Mel Ramos,Touche Boucher,1974,Print,1985.66.4
15,,Sharon E. Sutton,Streets Paved in Moonlight and Candlelit Cafes,1980,Print,1985.67.1
16,,Lester Johnson,City Scene 1,Date unknown,Print,1985.67.2
17,,Alice Neel,John,1979,Print,1985.67.3
18,,Will Barnet,Ariadne,1980,Print,1985.67.4
19,,Romare Bearden,"In the Garden, from the American Portfolio",1979,Print,1985.67.5
20,,Henry Pearson,Title unknown,1980,Print,1985.67.6
21,,Jeannette Pasin Sloan,Silver Bowls,1978,Print,1985.68.1
22,,Robert Arneson,Up Against It,1980,Print,1985.68.2
23,,Robert Arneson,A Hollow Jesture,1980,Print,1985.68.3
24,,Robert Arneson,Pic,1980,Print,1985.68.4
25,,Robert Arneson,Squint,1981,Print,1985.69.1
26,,James Juszczyk,Gate,1980,Print,1985.69.2
27,,James Juszczyk,Press,1980,Print,1985.69.3
28,,James Juszczyk,Reach,1980,Print,1985.69.4
29,,Martha Erlebacher,Reclining Torso I,Date unknown,Print,1985.69.5
30,,Martha Erlebacher,Reclining Torso II,Date unknown,Print,1985.69.6
31,,Bernar Venet,Position of an Undetermined Line,1981,Print,1985.69.7
32,,Bernar Venet,Position of Two Acute Angles of 42.5 Degrees Each,1981,Print,1985.69.8
33,,Bernar Venet,Position of Three Major Arcs of 256.5 Degrees Each,1981,Print,1985.69.9
34,,Robert Arneson,Son of Sam,1981,Print,1985.70.1
35,,William T. Wiley,Three Mile Island,1980,Print,1985.70.2
36,,William T. Wiley,Mr. Unpopular,1980,Print,1985.70.3
37,,Terry Allen,G,1981,Print,1985.70.4
38,,Terry Allen,N,1981,Print,1985.70.5
39,,Terry Allen,I,1981,Print,1985.70.6
40,,Terry Allen,Debris from the Text--R,1981,Print,1985.70.7
41,,Jim Nutt,I'm Not Stopping,1977,Print,1985.71.1
42,,Jim Nutt,Yoo Hoo--Little Boy,1977,Print,1985.71.2
43,,Jim Nutt,your so coarse (tish tish),1977,Print,1985.71.3
44,,Jim Nutt,Oh! my goodness (no no),1977,Print,1985.71.4
45,,Barbara Rossi,Footprint Picture,1975,Print,1985.71.5
46,,Roger Brown,Standing While All Around are Sinking,1977,Print,1985.71.6
47,,Richard Hull,"You Bet, too",1980,Print,1985.71.7
48,,Richard Hull,You Bet,1980,Print,1985.71.8
49,,Richard Hull,Arf,1980,Print,1985.71.9
0,,Richard Hull,"Arf, Arf",1980,Print,1985.71.10
1,,Claes Oldenberg,Chicago Stuffed with Numbers,1977,Print,1985.72
2,,Bernard Buffet,Matador,Date unknown,Print,1985.73
3,,Mildred Armato,Meadow Nymph,1981,Print,1985.74.1
4,,Evan Summer,Landscape XIX,1985,Print,1985.74.2
5,,Judy Youngblood,"Razzle, Dazzle",1983,Print,1985.74.3
6,,Moishe Smith,Andalusia,1977,Print,1985.74.4
7,,Clare Romano,Golden Canyon,1978,Print,1985.74.5
8,,Warrington Colescott,History of Printmaking Update: Leroy Neiman Pulls a Screen Print,1982,Print,1985.74.6
9,,Wayne Kimball,Properly Mounted Texas Longhorn,1976,Print,1985.74.7
10,,Frances Myers,Presidio Palace,1979,Print,1985.74.8
11,,Beth Van Hoesen,Silver Cup with Magnolia,1980,Print,1985.74.9
12,,Ronnie Landfield,Untitled,1981,Drawing,1985.75
13,,Andy Warhol,"Gertrude Stein, from the series Ten Portraits of Jews of the Twentieth Century",1980,Print,1985.76.1
14,,Andy Warhol,"Golda Meir, from the series Ten Portraits of Jews of the Twentieth Century",1980,Print,1985.76.2
15,,Salvador Dalí,"Rousillon, from the series Société Nationale des Chemins de Fer (also called Butterfly suite)",1969,Installation,1985.77.1
16,,Salvador Dalí,"Normandie, from the series Société Nationale des Chemins de Fer (also called Butterfly suite)",1969,Print,1985.77.2
17,,June Leaf,Untitled,1980,Print,1985.78.1
18,,Charles Gaines,Color Regression #1,1980,Print,1985.78.2
19,,Charles Gaines,Color Regression #2,1980,Print,1985.78.3
20,,Charles Gaines,Color Regression #3,1980,Print,1985.78.4
21,,Laddie John Dill,Ashland Series #1,1980,Print,1985.78.5
22,,Laddie John Dill,Ashland Series #2,1980,Print,1985.78.6
23,,Laddie John Dill,Ashland Series #3,1980,Print,1985.78.7
24,,Laddie John Dill,Ashland Series #4,1980,Print,1985.78.8
25,,Mel Pekarsky,Roundels,1974,Print,1985.79
26,,Unidentified artist,Title unknown (woman reclining in landscape),Date unknown,Print,1985.80
27,,Alfonse Mucha,Laurel,1901,Print,1985.82
28,,Karl Schmidt-Rottluff,Title unknown (three figures in a sailboat),Date unknown,Print,1985.84
29,,Georges Rouault,"Sunt Pauymae rerum (""There are tears in things"")",1926,Print,1985.85.1
30,,Georges Rouault,"Plus le cocur est noble, moins le col est roide...",Date unknown,Print,1985.85.2
31,,Georges Rouault,"En barche gin fut fraiche, gout de fiel...",1922,Print,1985.86.1
32,,Georges Rouault,Loin du Sourire de Rheims...,Date unknown,Print,1985.86.2
33,,Frank Stella,Creede I,1970,Print,1985.87.1
34,,Frank Stella,Creede II,1970,Print,1985.87.2
35,,Frank Stella,Telluride,1970,Print,1985.87.3
36,,Frank Stella,Ouray,1970,Print,1985.87.4
37,,Frank Stella,Lake City,1970,Print,1985.87.5
38,,Frank Stella,Ophir,1970,Print,1985.87.6
39,,Frank Stella,Pagora Springs,1970,Print,1985.87.7
40,,David Alfaro Siqueiros,"Prison Fantasies, from Portfolio II",1973,Print,1985.88
41,,Barbara Spitz,Sculptured Head,1967,Print,1985.90
42,,Marino Marini,"Rider and Horse, in Yellow and Blue",1952,Print,1985.91
43,,Alejandro Romero,Title unknown,Date unknown,Print,1985.95
44,,Eugenio Carmi,Jessica,1971,Print,1985.96
45,,Ilya Bolotowsky,Untitled,ca. 1979,Print,1985.97.1
46,,Ilya Bolotowsky,Untitled,ca. 1979,Print,1985.97.2
47,,Ilya Bolotowsky,Untitled,ca. 1979,Print,1985.97.3
48,,Ilya Bolotowsky,Untitled,ca. 1979,Print,1985.97.4
49,,Millard Sheets,Shrimp Boats,Date unknown,Print,1985.98
0,,Albert Finch Bellows,The Village Elders,Date unknown,Print,1985.99
1,,Paul Jablonka,Red Star,Date unknown,Print,1985.100
2,,Paul Jablonka,Yellow Star,Date unknown,Print,1985.101
3,,Norman Laliberte,Clown,Date unknown,Print,1985.102
